user_id,recomendations
507,"[874972, 885290, 866211, 1126899, 1036501]"
508,"[874972, 8090537, 1037863, 1004906, 830887]"
509,"[874972, 1029743, 1082185, 1127831, 951590]"
510,"[874972, 1069522, 1019028, 1036501, 1088147]"
511,"[874972, 8205218, 844165, 908531, 995242]"
512,"[874972, 1029743, 1082185, 1127831, 951590]"
513,"[1034176, 12263788, 8090541, 983959, 865026]"
514,"[874972, 998444, 935126, 923169, 1082185]"
515,"[874972, 898601, 995242, 1066893, 1029743]"
516,"[874972, 1029743, 1082185, 1106523, 1127831]"
517,"[874972, 1137775, 859075, 1126899, 1028816]"
518,"[874972, 905817, 835530, 865026, 1056509]"
519,"[874972, 1082185, 1106523, 1127831, 951590]"
520,"[874972, 923746, 916122, 995242, 913210]"
521,"[874972, 6034964, 962568, 1026118, 903325]"
522,"[874972, 1029743, 1082185, 1127831, 951590]"
523,"[874972, 862349, 893501, 1110572, 1057260]"
524,"[874972, 866211, 1133018, 923746, 1067606]"
525,"[874972, 1101010, 1048260, 952408, 1138443]"
526,"[874972, 1097001, 1021116, 1039156, 8090521]"
527,"[874972, 1058997, 5568729, 910109, 987562]"
528,"[874972, 1029743, 1082185, 1127831, 951590]"
529,"[874972, 1082185, 1106523, 1127831, 951590]"
530,"[874972, 1082185, 1106523, 1127831, 951590]"
531,"[874972, 819978, 976214, 1075368, 5569230]"
532,"[874972, 1029743, 1082185, 1127831, 951590]"
533,"[874972, 1133018, 965766, 844165, 5592931]"
534,"[874972, 935968, 9245106, 993466, 933060]"
535,"[874972, 1127831, 995242, 1082185, 951590]"
536,"[874972, 1106523, 1127831, 1082185, 951590]"
537,"[874972, 1029743, 1082185, 1106523, 1127831]"
538,"[874972, 885290, 1092588, 1070820, 1048257]"
539,"[1108094, 1058997, 1101010, 1082185, 833025]"
540,"[874972, 1138189, 824005, 1000237, 995965]"
541,"[874972, 1082185, 1127831, 1029743, 951590]"
542,"[874972, 1139493, 1013597, 1106523, 942525]"
543,"[879734, 1025628, 6979545, 820486, 886481]"
544,"[874972, 856772, 947201, 841228, 7410290]"
545,"[874972, 891516, 1070076, 873044, 879528]"
546,"[874972, 1029743, 1082185, 1127831, 951590]"
547,"[874972, 5585510, 1106523, 8090536, 953180]"
548,"[874972, 1002178, 898349, 838637, 885406]"
549,"[874972, 1029743, 1082185, 1127831, 951590]"
550,"[874972, 844165, 856252, 995242, 1101010]"
551,"[874972, 1082185, 1106523, 1127831, 951590]"
552,"[874972, 5592931, 937276, 1069039, 931255]"
553,"[874972, 6533936, 1138189, 910473, 986912]"
554,"[874972, 1029743, 1096317, 8090537, 7441210]"
555,"[874972, 1029743, 1082185, 1127831, 951590]"
556,"[874972, 1029743, 1082185, 1106523, 1127831]"
557,"[874972, 1029743, 1082185, 1106523, 1127831]"
558,"[874972, 888543, 1072693, 5592931, 890610]"
559,"[874972, 1029743, 1082185, 1127831, 951590]"
560,"[874972, 1046756, 993466, 1003188, 1094107]"
561,"[874972, 1029743, 1082185, 1127831, 951590]"
562,"[874972, 8090537, 967476, 962229, 995242]"
563,"[874972, 1070820, 1105426, 854852, 832678]"
564,"[874972, 1110572, 1029743, 1082185, 1106523]"
565,"[874972, 1029743, 1082185, 1127831, 951590]"
566,"[874972, 951590, 889649, 1029743, 842140]"
567,"[874972, 819978, 1058930, 986912, 1133018]"
568,"[1038663, 883068, 1014802, 905817, 5585510]"
569,"[874972, 5569471, 833724, 1028816, 12171656]"
570,"[874972, 995242, 906262, 938596, 1007512]"
571,"[874972, 1029743, 1082185, 1127831, 951590]"
572,"[874972, 1029743, 1082185, 1127831, 951590]"
573,"[874972, 1082185, 951590, 1029743, 1127831]"
574,"[874972, 1101010, 819978, 5569374, 908531]"
575,"[874972, 1139525, 6464147, 855718, 862349]"
576,"[874972, 945244, 937276, 5580577, 1102949]"
577,"[874972, 908531, 901062, 1056509, 981760]"
578,"[874972, 862349, 9338009, 12263788, 8090521]"
579,"[970747, 5585510, 879755, 1011300, 995242]"
580,"[1118946, 5582712, 944249, 1056509, 860975]"
581,"[874972, 1029743, 1082185, 1106523, 1127831]"
582,"[1021324, 954642, 8090513, 1119051, 995242]"
583,"[874972, 974766, 891505, 1108168, 1029743]"
584,"[874972, 1082185, 951590, 1029743, 1127831]"
585,"[874972, 1029743, 1082185, 1127831, 951590]"
586,"[874972, 12263788, 880888, 8090521, 1067779]"
587,"[874972, 890695, 1029743, 1082185, 1106523]"
588,"[874972, 1085604, 1110572, 951412, 12577242]"
589,"[874972, 1029743, 1127831, 1082185, 951590]"
590,"[9835223, 962229, 8090521, 861445, 844165]"
591,"[874972, 1007549, 1094955, 1029743, 1082185]"
592,"[874972, 1082185, 1106523, 1127831, 951590]"
593,"[874972, 1029743, 1082185, 1106523, 1127831]"
594,"[874972, 1133018, 5592931, 8090537, 962229]"
595,"[874972, 906763, 1002558, 977658, 1029743]"
596,"[874972, 1029743, 12731544, 8090537, 1044078]"
597,"[874972, 1106523, 951590, 1082185, 1127831]"
598,"[874972, 960791, 1043787, 1106523, 1050741]"
599,"[874972, 1029743, 1082185, 1127831, 951590]"
600,"[1000753, 1135868, 952317, 5569230, 7166861]"
601,"[874972, 1029743, 5569230, 1082185, 1127831]"
602,"[874972, 898601, 981760, 1029743, 987044]"
603,"[874972, 861445, 9926758, 945909, 1029743]"
604,"[874972, 940947, 999599, 862349, 5569374]"
605,"[948670, 862349, 9803601, 5591154, 13133916]"
606,"[933354, 924427, 888476, 990688, 995242]"
607,"[874972, 1082185, 1106523, 1127831, 951590]"
608,"[1013928, 965766, 985999, 13115914, 1106523]"
609,"[874972, 1029743, 1082185, 1106523, 1127831]"
610,"[874972, 909396, 1081177, 1027068, 1029743]"
611,"[956599, 6533362, 856252, 1053690, 1029743]"
612,"[874972, 870428, 9935616, 1029743, 1103476]"
613,"[874972, 1049735, 986912, 1011300, 1133018]"
614,"[1000753, 1084968, 1039126, 986912, 995242]"
615,"[874972, 995242, 1125382, 856345, 1082185]"
616,"[874972, 1029743, 1082185, 1127831, 951590]"
617,"[874972, 10344585, 962568, 1126899, 854852]"
618,"[874972, 1029743, 1082185, 1106523, 1127831]"
619,"[874972, 1029743, 1082185, 1127831, 951590]"
620,"[874972, 1029743, 1082185, 1127831, 951590]"
621,"[874972, 862335, 965766, 1112825, 1125943]"
622,"[1038663, 1011300, 1013167, 879755, 1106523]"
623,"[874972, 1043895, 1029743, 1082185, 1106523]"
624,"[874972, 856772, 931671, 849843, 5592931]"
625,"[874972, 1029743, 981760, 1082185, 1127831]"
626,"[874972, 1029743, 1127831, 1082185, 951590]"
627,"[874972, 1029743, 1082185, 1127831, 951590]"
628,"[874972, 1082185, 1127831, 1029743, 951590]"
629,"[874972, 1029743, 1082185, 1127831, 951590]"
630,"[874972, 6034857, 858373, 905072, 6464147]"
631,"[874972, 1082185, 906883, 899682, 6463520]"
632,"[938138, 910473, 909714, 1057260, 1122358]"
633,"[874972, 820895, 1002558, 1075368, 8090546]"
634,"[874972, 1082185, 1106523, 1127831, 951590]"
635,"[874972, 1029743, 1082185, 1127831, 951590]"
636,"[874972, 12524067, 1135868, 5981074, 5592931]"
637,"[1013928, 1133018, 987044, 926905, 981760]"
638,"[874972, 995242, 872137, 971922, 1059347]"
639,"[874972, 1082185, 1106523, 1127831, 951590]"
640,"[874972, 1029743, 1082185, 1106523, 1127831]"
641,"[13213240, 819978, 824005, 923789, 1058997]"
642,"[874972, 1029743, 1082185, 1127831, 951590]"
643,"[874972, 898601, 923746, 1029743, 932298]"
644,"[874972, 1082185, 976864, 995242, 821083]"
645,"[874972, 1106523, 1127831, 1082185, 951590]"
646,"[874972, 1106523, 951590, 1082185, 1127831]"
647,"[874972, 1031087, 1056746, 8090536, 953180]"
648,"[874972, 868764, 1107553, 1119051, 1026118]"
649,"[874972, 1106523, 951590, 1082185, 1127831]"
650,"[874972, 1029743, 1082185, 1106523, 1127831]"
651,"[874972, 1106523, 951590, 1082185, 1127831]"
652,"[874972, 1067695, 840361, 832678, 995242]"
653,"[874972, 1004555, 1035207, 1102959, 1029743]"
654,"[1034176, 832678, 15926886, 1056509, 995242]"
655,"[874972, 951590, 12946027, 987734, 1029743]"
656,"[874972, 1029743, 981760, 1082185, 1127831]"
657,"[874972, 1029743, 1082185, 1127831, 951590]"
658,"[874972, 941741, 1044078, 995055, 1029743]"
659,"[874972, 1029743, 1082185, 1106523, 1127831]"
660,"[874972, 1028473, 1056509, 936924, 862010]"
661,"[12262778, 1040346, 15596515, 5569230, 986912]"
662,"[874972, 871440, 965766, 1115098, 1070272]"
663,"[874972, 5585510, 978077, 1085604, 8090509]"
664,"[874972, 1029743, 1127831, 1082185, 951590]"
665,"[874972, 1071171, 1029743, 1082185, 1106523]"
666,"[874972, 1133018, 854852, 1001827, 844179]"
667,"[874972, 1029743, 844165, 1016800, 921836]"
668,"[874972, 1042942, 873654, 1029743, 1082185]"
669,"[874972, 8090545, 1019643, 1126899, 1062128]"
670,"[1065538, 1057260, 891505, 868764, 8090536]"
671,"[874972, 866211, 1029743, 951590, 5569327]"
672,"[874972, 6533362, 908531, 995242, 7467081]"
673,"[874972, 844165, 871756, 1106523, 968936]"
674,"[874972, 950206, 954651, 6602697, 995242]"
675,"[874972, 1101010, 9245108, 934948, 910673]"
676,"[1038663, 1051626, 913278, 1085604, 1069522]"
677,"[874972, 1029743, 1082185, 1127831, 951590]"
678,"[874972, 1029743, 1082185, 1127831, 951590]"
679,"[874972, 1029743, 1044078, 1082185, 1127831]"
680,"[874972, 995242, 873627, 900586, 1029743]"
681,"[874972, 859075, 9527350, 1126899, 890695]"
682,"[874972, 1082185, 1106523, 1127831, 951590]"
683,"[874972, 1029743, 1082185, 1127831, 951590]"
684,"[874972, 9835947, 849843, 1029743, 1082185]"
685,"[874972, 6533608, 870547, 1097398, 13842088]"
686,"[874972, 1029743, 1127831, 1082185, 951590]"
687,"[874972, 995242, 1039781, 5569230, 13841744]"
688,"[874972, 1106523, 1044078, 1082185, 1127831]"
689,"[874972, 1029743, 1082185, 1127831, 951590]"
690,"[1108094, 969866, 990797, 1037840, 1101010]"
691,"[874972, 1029743, 923670, 13842090, 995965]"
692,"[12810464, 1082185, 6034964, 1019643, 901776]"
693,"[948670, 832001, 9803810, 1011300, 1044188]"
694,"[874972, 1101010, 819978, 8090537, 844165]"
695,"[874972, 829645, 1136719, 1039156, 5981267]"
696,"[970747, 880427, 940731, 1126899, 975633]"
697,"[874972, 840361, 1110764, 1057260, 1068719]"
698,"[1054402, 1082990, 1053690, 995242, 880427]"
699,"[874972, 919596, 962229, 995242, 8020234]"
700,"[874972, 1038985, 899459, 1106523, 1056509]"
701,"[874972, 1029743, 9858936, 981760, 835098]"
702,"[12731432, 1126899, 5592931, 962229, 1056509]"
703,"[12262830, 1126252, 846764, 9884484, 5569230]"
704,"[874972, 1082185, 1106523, 1127831, 951590]"
705,"[874972, 1070820, 860975, 912112, 835530]"
706,"[874972, 7166861, 868548, 1056509, 1012913]"
707,"[9521679, 1115098, 9832070, 5591154, 924427]"
708,"[874972, 5568378, 1076587, 995242, 932179]"
709,"[863762, 952317, 10344585, 1011300, 1138189]"
710,"[1118623, 9803601, 916381, 13841744, 1067779]"
711,"[874972, 866211, 1029743, 1082185, 1106523]"
712,"[12731685, 9677202, 14077333, 1070820, 823775]"
713,"[874972, 995242, 936508, 962229, 5569230]"
714,"[874972, 8090521, 840361, 1058997, 835243]"
715,"[874972, 898510, 948254, 977481, 995242]"
716,"[874972, 1051516, 961554, 1058997, 937276]"
717,"[874972, 1102949, 1029743, 1082185, 1106523]"
718,"[917384, 1053690, 819978, 5585510, 1062002]"
719,"[874972, 1053690, 978343, 1106523, 847207]"
720,"[874972, 1081177, 948650, 1056212, 909714]"
721,"[874972, 1074754, 1029743, 1082185, 1106523]"
722,"[874972, 899682, 5570383, 10455984, 920958]"
723,"[825343, 844179, 982833, 862349, 934948]"
724,"[874972, 1029743, 1127831, 1082185, 951590]"
725,"[874972, 819765, 5564931, 879504, 961269]"
726,"[874972, 1139782, 852360, 1102959, 1067443]"
727,"[874972, 1029743, 1082185, 1106523, 1127831]"
728,"[904997, 844165, 992622, 1069039, 1122358]"
729,"[874972, 1029743, 1082185, 1106523, 1127831]"
730,"[874972, 862349, 969932, 1053690, 849843]"
731,"[849202, 834103, 839094, 1128016, 8019716]"
732,"[874972, 1029743, 951590, 1082185, 1127831]"
733,"[874972, 1123434, 964521, 5569471, 1063577]"
734,"[874972, 981760, 1082185, 961554, 1068292]"
735,"[874972, 1029743, 965766, 923746, 951590]"
736,"[904997, 5569230, 7168026, 1029743, 976199]"
737,"[874972, 1029743, 951590, 1082185, 1127831]"
738,"[874972, 1029743, 1082185, 1127831, 951590]"
739,"[874972, 1029743, 1082185, 1127831, 951590]"
740,"[874972, 905436, 953180, 1044259, 921836]"
741,"[12810391, 1056509, 1022254, 854852, 8357613]"
742,"[874972, 1029743, 1082185, 1106523, 1127831]"
743,"[874972, 6979753, 1096343, 923746, 946977]"
744,"[874972, 1001412, 908181, 862349, 1052912]"
745,"[906335, 1028473, 996009, 8203451, 13842088]"
746,"[874972, 1029743, 1082185, 1127831, 951590]"
747,"[874972, 1019247, 1029743, 1082185, 1106523]"
748,"[874972, 5585510, 5569230, 1133018, 908531]"
749,"[874972, 1029743, 1082185, 1106523, 1127831]"
750,"[874972, 8090521, 950206, 1133018, 844165]"
751,"[874972, 1029743, 1082185, 1127831, 951590]"
752,"[874972, 1002850, 9655212, 986912, 847344]"
753,"[874972, 1039156, 862349, 1028816, 1036501]"
754,"[874972, 1055504, 1082185, 1036347, 900842]"
755,"[874972, 845193, 5568320, 1029743, 1082185]"
756,"[874972, 1106523, 951590, 1082185, 1127831]"
757,"[933354, 1011300, 9296919, 962229, 1133018]"
758,"[874972, 1029743, 1082185, 1127831, 951590]"
759,"[874972, 921406, 907099, 9677236, 1111786]"
760,"[874972, 1029743, 951590, 1082185, 1127831]"
761,"[874972, 1057260, 5569471, 1028473, 832976]"
762,"[874972, 8090536, 1058997, 1011300, 986912]"
763,"[874972, 1106523, 1127831, 1082185, 951590]"
764,"[848029, 1088147, 856252, 995242, 923746]"
765,"[874972, 1029743, 1127831, 1082185, 951590]"
766,"[874972, 1107553, 972191, 916990, 1058997]"
767,"[970747, 862349, 903325, 965766, 849003]"
768,"[874972, 1026118, 1004555, 962229, 913210]"
769,"[874972, 1139782, 968936, 9835509, 1068719]"
770,"[874972, 995242, 1003188, 5569230, 844179]"
771,"[874972, 906763, 1070845, 983795, 976864]"
772,"[874972, 1029743, 1082185, 1127831, 951590]"
773,"[874972, 5569471, 873887, 909714, 1101173]"
774,"[874972, 1082185, 1106523, 1127831, 951590]"
775,"[874972, 1029743, 1082185, 1127831, 951590]"
776,"[874972, 916381, 883404, 1029743, 1029743]"
777,"[874972, 1098435, 1003188, 1029743, 6533608]"
778,"[874972, 1029743, 951590, 1082185, 1127831]"
779,"[874972, 915493, 1018740, 1057260, 1048727]"
780,"[874972, 1029743, 1082185, 1127831, 951590]"
781,"[836445, 925862, 1077490, 12946027, 914190]"
782,"[874972, 1127831, 951590, 1029743, 1082185]"
783,"[874972, 1029743, 1082185, 1127831, 951590]"
784,"[860248, 995965, 965530, 5569230, 990256]"
785,"[874972, 1029743, 1127831, 1082185, 951590]"
786,"[878715, 1122358, 1106301, 972665, 8090521]"
787,"[874972, 862349, 1082185, 909714, 999104]"
788,"[874972, 8090532, 936508, 996425, 1037894]"
789,"[874972, 983584, 983078, 922561, 1026118]"
790,"[874972, 6704207, 1029743, 1082185, 1106523]"
791,"[874972, 1029743, 1082185, 1127831, 951590]"
792,"[874972, 1029743, 1082185, 1127831, 951590]"
793,"[874972, 1029743, 1082185, 1106523, 1127831]"
794,"[874972, 1037631, 890610, 1101010, 865026]"
795,"[874972, 5590613, 1138292, 1029743, 13841744]"
796,"[874972, 993638, 1029743, 1082185, 1106523]"
797,"[874972, 1106523, 5569230, 1082185, 1127831]"
798,"[874972, 1122358, 856060, 908531, 5568249]"
799,"[874972, 1048068, 923746, 1058997, 1003188]"
800,"[874972, 1014458, 1119830, 13007284, 953180]"
801,"[906335, 1070820, 856252, 1094924, 981760]"
802,"[874972, 1016276, 1048462, 870933, 1029743]"
803,"[825343, 1050851, 9655212, 1053690, 1082185]"
804,"[874972, 5569327, 953104, 879755, 1133018]"
805,"[1038663, 916381, 6034857, 949023, 9245108]"
806,"[826666, 1022254, 827806, 8090536, 855718]"
807,"[874972, 9296919, 9297474, 908531, 838186]"
808,"[874972, 1136719, 1065593, 844165, 1016800]"
809,"[874972, 1082185, 1106523, 1127831, 951590]"
810,"[874972, 1107839, 1028816, 906017, 1125278]"
811,"[874972, 1029743, 1082185, 1106523, 1127831]"
812,"[874972, 1082185, 1106523, 1127831, 951590]"
813,"[874972, 911470, 857503, 913210, 990256]"
814,"[1000753, 1044078, 899624, 990797, 882496]"
815,"[874972, 1029743, 1082185, 1127831, 951590]"
816,"[874972, 960791, 965766, 879504, 862349]"
817,"[874972, 1003188, 934172, 1070820, 1094924]"
818,"[874972, 1135476, 1029743, 1082185, 1106523]"
819,"[874972, 1106523, 1127831, 1082185, 951590]"
820,"[874972, 1038462, 987562, 8090521, 5591154]"
821,"[874972, 1029743, 1082185, 1127831, 951590]"
822,"[874972, 12349795, 887618, 995242, 981760]"
823,"[874972, 1005609, 1031833, 8090521, 1106523]"
824,"[874972, 1133018, 981760, 1016800, 923746]"
825,"[825343, 908531, 1075214, 915493, 1058997]"
826,"[874972, 951590, 5567502, 1037840, 1043971]"
827,"[874972, 1029743, 1082185, 1127831, 951590]"
828,"[874972, 1029743, 1082185, 1127831, 951590]"
829,"[874972, 1112825, 1039156, 995242, 1101010]"
830,"[874972, 995876, 1039156, 1026118, 869577]"
831,"[1002787, 880888, 862732, 937626, 1046584]"
832,"[874972, 1082185, 1127831, 1029743, 951590]"
833,"[874972, 1029743, 1082185, 1127831, 951590]"
834,"[874972, 1029743, 1082185, 1127831, 951590]"
835,"[874972, 1029743, 951590, 1082185, 1127831]"
836,"[874972, 988116, 912817, 851287, 869150]"
837,"[874972, 843756, 901062, 1029743, 1082185]"
838,"[874972, 1029743, 1082185, 1127831, 951590]"
839,"[874972, 1029743, 1082185, 1127831, 951590]"
840,"[874972, 1007796, 6514160, 944836, 1122358]"
841,"[852015, 976199, 1122568, 1133018, 908531]"
842,"[874972, 923746, 9245108, 995242, 5569327]"
843,"[874972, 1127831, 951590, 1029743, 1082185]"
844,"[874972, 895268, 868423, 862349, 923746]"
845,"[874972, 1125943, 1081189, 919180, 1009719]"
846,"[879734, 8090537, 1136719, 1075368, 1133018]"
847,"[874972, 1058997, 1050534, 1082185, 1005274]"
848,"[826666, 880888, 944249, 1070820, 1038985]"
849,"[874972, 1029743, 951590, 1082185, 1127831]"
850,"[12731432, 856252, 1038985, 1133018, 870547]"
851,"[874972, 1029743, 1082185, 1127831, 951590]"
852,"[874972, 8203451, 847207, 1058997, 848319]"
853,"[874972, 874149, 12781829, 951412, 871722]"
854,"[874972, 878290, 1029743, 1082185, 1106523]"
855,"[874972, 12524067, 901062, 1029743, 13008334]"
856,"[874972, 999971, 1022254, 995242, 1029743]"
857,"[874972, 953180, 1075214, 5569230, 919596]"
858,"[849202, 1029743, 1082185, 1106523, 1127831]"
859,"[874972, 13115914, 819330, 1075368, 5569230]"
860,"[874972, 1029743, 1082185, 1127831, 951590]"
861,"[874972, 833724, 1086740, 5585510, 963835]"
862,"[1038663, 1123720, 1134522, 9487603, 1053282]"
863,"[874972, 981760, 1105426, 5585510, 5569135]"
864,"[874972, 1024051, 969932, 1101010, 8090521]"
865,"[947858, 12648296, 1095068, 962229, 1106523]"
866,"[825343, 1088191, 845208, 5585510, 1081177]"
867,"[874972, 995242, 914697, 983584, 5569230]"
868,"[874972, 997907, 8090560, 9884484, 949294]"
869,"[874972, 1110572, 1044188, 949023, 1029743]"
870,"[874972, 1029743, 1082185, 1127831, 951590]"
871,"[9677366, 1034955, 1050741, 12263788, 913210]"
872,"[874972, 1082185, 1106523, 1127831, 951590]"
873,"[874972, 1106523, 951590, 1082185, 1127831]"
874,"[874972, 1029743, 1082185, 1127831, 951590]"
875,"[874972, 1133018, 908531, 986912, 8181477]"
876,"[874972, 5592261, 1001266, 1058997, 12782182]"
877,"[874972, 885290, 999639, 1058997, 8090509]"
878,"[874972, 908531, 829291, 947798, 986912]"
879,"[874972, 832678, 8090513, 1130777, 900418]"
880,"[874972, 890695, 965766, 1065593, 951590]"
881,"[874972, 847049, 12302069, 995242, 1108168]"
882,"[874972, 8090521, 995242, 1110572, 5585510]"
883,"[825343, 5569471, 999104, 845715, 874149]"
884,"[874972, 1119399, 1081177, 1096036, 1044655]"
885,"[10198378, 13842090, 5585510, 1076875, 947798]"
886,"[874972, 917033, 999198, 1070820, 868764]"
887,"[874972, 978077, 13416351, 987562, 1071939]"
888,"[1079913, 6602697, 951412, 10344585, 856252]"
889,"[874972, 1055737, 879755, 1126899, 12524323]"
890,"[874972, 1029743, 1082185, 1127831, 951590]"
891,"[825343, 960791, 12731436, 13842090, 936914]"
892,"[874972, 1029743, 1082185, 1127831, 951590]"
893,"[874972, 6602590, 1093113, 981760, 1029743]"
894,"[874972, 874149, 880150, 1082185, 845208]"
895,"[849202, 1022097, 1082185, 866211, 7024847]"
896,"[874972, 1029743, 951590, 1082185, 1127831]"
897,"[874972, 8090536, 986912, 861445, 6979005]"
898,"[874972, 1097001, 9884698, 1028816, 1057260]"
899,"[874972, 1029743, 1082185, 1127831, 951590]"
900,"[1075007, 1110572, 7168026, 986912, 879504]"
901,"[874972, 1127831, 981760, 1029743, 1082185]"
902,"[874972, 1029743, 1082185, 1127831, 951590]"
903,"[874972, 819765, 9835509, 1126899, 983584]"
904,"[874972, 845193, 1062002, 1106523, 1082185]"
905,"[874972, 1029743, 1082185, 1127831, 951590]"
906,"[874972, 8090532, 858743, 1082185, 5587938]"
907,"[874972, 978077, 923746, 1057260, 986912]"
908,"[1110111, 1126899, 913210, 1057260, 5569230]"
909,"[933354, 1060005, 955075, 6533936, 976199]"
910,"[874972, 1029743, 1127831, 1082185, 951590]"
911,"[874972, 820291, 947326, 944836, 10344585]"
912,"[874972, 1127831, 951590, 1029743, 1082185]"
913,"[874972, 913210, 1070820, 981760, 1082185]"
914,"[874972, 1107553, 1029743, 1082185, 1106523]"
915,"[874972, 871754, 1057260, 961554, 1036753]"
916,"[874972, 948086, 908318, 913210, 824193]"
917,"[874972, 1029743, 1127831, 1082185, 951590]"
918,"[874972, 1029743, 1127831, 1082185, 951590]"
919,"[874972, 930283, 961554, 937626, 6391532]"
920,"[982469, 952317, 843898, 1097001, 1092026]"
921,"[874972, 1082185, 1106523, 1127831, 951590]"
922,"[874972, 880427, 903325, 1058997, 1039156]"
923,"[874972, 1127831, 981760, 1029743, 1082185]"
924,"[874972, 13841744, 906838, 995242, 8090537]"
925,"[874972, 1029743, 1082185, 1127831, 951590]"
926,"[874972, 913210, 1098435, 1058997, 903325]"
927,"[874972, 1026118, 1099905, 1058997, 986912]"
928,"[874972, 1119051, 1118033, 840361, 995876]"
929,"[825343, 8090521, 9677202, 1070820, 13842088]"
930,"[874972, 917033, 1029743, 1082185, 1106523]"
931,"[1079913, 1101010, 951176, 1126899, 1040807]"
932,"[874972, 995242, 981760, 1082185, 1127831]"
933,"[874972, 1082185, 1127831, 1029743, 951590]"
934,"[825343, 971922, 8090509, 1088147, 1133018]"
935,"[874972, 1029743, 1082185, 1106523, 1127831]"
936,"[874972, 865456, 1133254, 1070820, 962229]"
937,"[874972, 1098844, 1044759, 1126899, 1021116]"
938,"[874972, 1029743, 1082185, 1127831, 951590]"
939,"[874972, 5585510, 885290, 1102416, 1092026]"
940,"[874972, 995242, 860975, 1074040, 1076608]"
941,"[874972, 12171656, 1092588, 1098435, 1094924]"
942,"[874972, 1029743, 1082185, 1106523, 1127831]"
943,"[874972, 909894, 5569327, 1106523, 5592931]"
944,"[874972, 5585510, 1016800, 1101010, 1106523]"
945,"[874972, 1106523, 1127831, 1082185, 951590]"
946,"[874972, 1127758, 972143, 1093413, 1133018]"
947,"[874972, 949965, 979707, 1039156, 1101010]"
948,"[874972, 1029743, 1082185, 1127831, 951590]"
949,"[833940, 999090, 12384779, 7168026, 1018050]"
950,"[874972, 1029743, 5569230, 1082185, 1127831]"
951,"[874972, 940947, 995965, 977481, 1029743]"
952,"[874972, 995242, 930283, 1048727, 909894]"
953,"[874972, 1092026, 1038462, 5569135, 1003188]"
954,"[874972, 1029743, 1082185, 1106523, 1127831]"
955,"[874972, 1127232, 991268, 860703, 896369]"
956,"[874972, 9677236, 924352, 1070820, 903567]"
957,"[874972, 900842, 871440, 844165, 5592931]"
958,"[874972, 1029743, 1082185, 1127831, 951590]"
959,"[874972, 12812474, 1029743, 1082185, 1106523]"
960,"[874972, 1058997, 1036347, 856166, 886395]"
961,"[1071302, 926905, 920002, 1029743, 860975]"
962,"[874972, 1029743, 1082185, 1127831, 951590]"
963,"[874972, 1082185, 1106523, 1127831, 951590]"
964,"[917384, 9677202, 972931, 962229, 1106523]"
965,"[874972, 1056509, 1029743, 856772, 1002558]"
966,"[874972, 1082185, 1106523, 1127831, 951590]"
967,"[874972, 820291, 1029743, 1082185, 1106523]"
968,"[874972, 6534035, 1126895, 839094, 1107553]"
969,"[874972, 981760, 1029743, 1029743, 1082185]"
970,"[874972, 1029743, 1082185, 1127831, 951590]"
971,"[906844, 12524323, 12263788, 1075368, 1133018]"
972,"[874972, 942525, 1040371, 862349, 6632283]"
973,"[12262830, 1028891, 957063, 1085435, 944836]"
974,"[874972, 1029743, 1082185, 1106523, 1127831]"
975,"[874972, 942525, 5569471, 995965, 5569327]"
976,"[826666, 862349, 10344585, 13007284, 13842214]"
977,"[874972, 1082185, 1106523, 1127831, 951590]"
978,"[874972, 854852, 1096317, 951590, 13115579]"
979,"[1000753, 1026209, 1072843, 1042702, 898847]"
980,"[874972, 1029743, 1082185, 1127831, 951590]"
981,"[948670, 5569845, 954651, 901460, 995242]"
982,"[956599, 960075, 943233, 1075368, 962229]"
983,"[874972, 986912, 858999, 1075368, 947798]"
984,"[874972, 6633224, 8119297, 1002558, 1082185]"
985,"[874972, 819978, 922561, 908531, 1029743]"
986,"[874972, 820291, 12810422, 873964, 995242]"
987,"[12810464, 7155863, 1029743, 1082185, 1106523]"
988,"[874972, 852182, 1096036, 1029743, 1082185]"
989,"[874972, 8090532, 12171656, 858999, 1029743]"
990,"[874972, 1029743, 1082185, 1127831, 951590]"
991,"[874972, 1029743, 1082185, 1106523, 1127831]"
992,"[874972, 909714, 1028816, 1029743, 1082185]"
993,"[874972, 1083043, 949965, 8293439, 8090539]"
994,"[874972, 1127831, 951590, 1029743, 1082185]"
995,"[874972, 1082185, 1106523, 1127831, 951590]"
996,"[874972, 908531, 859075, 1133018, 1009187]"
997,"[874972, 916122, 1029743, 1082185, 1106523]"
998,"[874972, 8090536, 13007435, 1133018, 908531]"
999,"[874972, 13007355, 882604, 8090532, 1029743]"
1000,"[874972, 1056746, 932242, 986912, 1082185]"
1001,"[874972, 986912, 1029479, 6533936, 910109]"
1002,"[874972, 1029743, 1082185, 1127831, 951590]"
1003,"[874972, 1118033, 1029743, 1082185, 1106523]"
1004,"[849202, 866211, 9859133, 995242, 1054262]"
1005,"[874972, 5570408, 1033046, 995242, 8090537]"
1006,"[874972, 1029743, 1082185, 1127831, 951590]"
1007,"[874972, 1115098, 888054, 1082185, 12324841]"
1008,"[874972, 1029743, 1082185, 1106523, 1127831]"
1009,"[874972, 1029743, 1082185, 1127831, 951590]"
1010,"[874972, 1055072, 9527323, 1082185, 1029743]"
1011,"[874972, 990656, 865156, 944836, 1058997]"
